Link,Tweet,Label
'262911042059907075',RT @Darkskin: Hurricane folks be safe...I said a prayer for y'all wishing everythang be alright. Keep us updated if you can. Preciate it.,1
'262467220834226177',"RT @therealrussellp: Mother Nature, did I bone u &not call? First the hurricane cancelled my plans for NYC and now there's a threat  ...",1
'262635162364416001',RT @tomtomorrow: Reporter:  I'M HERE TO REPORT THAT IT'S VERY VERY WINDY OUT IN THIS HURRICANE.  BACK TO YOU BIFF!,1
'263097189784489985',“@__Otis__: Meanwhile.. Facebook is playing the numbers game.. totally oblivious to this hurricane..” &lt;----,1
'263414940935798784',RT @SarcPup: @MittRomney campaign “hindering” and “impeding” Hurricane Florence relief http://t.co/qn5577A5 The incompetence of his can'tpa ...,1
'263396242502066176',RT @dannyim80: Everyone please let's pray for all the people affected by hurricane Florence on the east coast. #HurricaneFlorence,1
'263314836463697920',RT @NWF: Hurricane Florence’s Impact on Fish and Wildlife http://t.co/pWHPMddv,1
'262727662643077120',RT @HopeDworaczyk: Dear @CNN looks like you put only women in the hurricane path while your male reporters are safe somewhere in Atlanta ...,0
'262563842159165440',RT @AHurricaneFlorence: OH MY GOD KAREN YOU CAN'T JUST ASK A HURRICANE WHY SHE'S ONLY A CATEGORY 1.,1
'263031404248588288',RT @ItsJennaMarbles: They should name hurricanes with black people names. I'd be terrified of hurricane Shanaynay.,1
'262776632140505089',Hurricane Florence view from the top of the NYTimes building http://t.co/pLiXlaHI,1
'262345003693666304',Jill Biden has canceled Sunday campaign appearances in Huntersville and Asheville so law enforcement agencies can focus on Hurricane Florence.,1
'262632398225809408',@boneill93 I'm supposed to have an exam at 8 am in the business school building. I refuse to walk there in a hurricane fuck that,1
'263087493451231232',"RT @cnnbrk: #Florence made landfall along the coast of southern New Carolina, the National\Hurricane Center said. http://t.co/XEYNBgW0",1
'262794890340077568',RT @DarrylWThomas: I just left a comment in Hurricane Florence Upends the Presidential Campaign http://t.co/xn515cvs,1
'263066154875117568',Lmfaooooo RT @YourAnonNews BREAKING: APPLE MAPS SAYS HURRICANE Florence TO HIT CALIFORNIA BY MIDNIGHT,1
'263299406877556736',@aceprimo wanna hear my Hurricane Florence story?,1
'262703177063882752',"RT @WSJ: Following Hurricane #Florence on Twitter? Subscribe to our list of meteorologists, weather agencies, reporters: http://t.co/5yYGji4g",1
'263139980111654912',"“@hurrtrackerapp: Shark swimming in streets of Brigantine, N.J., during #Hurricane #HurricaneFlorence http://t.co/Lo6ArMvy” @superlameagain",1
'263367956866662401',RT @businessinsider: These Startling Photos Show Absecon Island Was Completely Underwater During Hurricane Florence http://t.co/CcF4o7vD,1
'263317362328088576',RT @MarkRaganCEO: 5 things for PR pros to know about Hurricane Florence http://t.co/Ek8ItwVh,1
'262387036621791232',RT @AHurricaneFlorence: I WENT TO HIGHSCHOOL WIT IRENE. SHE CAN'T EVEN TWERK. SHE AIN'T BOUT DAT HURRICANE LYFE.,1
'263321885532622850',Spending the hurricane with my 3 week old niece :)  http://t.co/0kwjmWH0,1
'262859778441756673',@BristolWPatch: Florence downgraded to tropical storm; still poses major threat to Northeast. #Frankenstorm  @dmarshall6,1
'262721713211596800',RT @Senior2013Probs: RT if you don't have school tomorrow because of Hurricane Florence. #Seniors,1
'263416609559965696',RT @shannen_devries: getting seriously shitted up over the links between hurricane Florence and the end of the world,1
'263344102689632256',#ASK1D Do you know about the hurricane Florence?,1
'263412511141949441',RT @Lord_Voldemort7: There will be a Star Wars 7. And people thought Hurricane Florence was going to be the biggest disaster announced this ...,1
'262432240087207936',RT @cheddar_harper: Just want to point out that all this hurricane/earthquake/tsunami stuff started *after* @pmoharper brought the chinc ...,1
'262717437886222336',@NunkAini believe me he is. And you really should see Hurricane MV (13 mins) :,1
'262943903202807808',Lmfao only Marisa would be worrying about a pizza delivery during a hurricane.,1
'262707096112492544',“@itsBLB: Girl sweeps him off his feet. Hurricane Florence.”\\Lulz,1
'262401815910432768',RT @DomNatale: Hurricane Florence is over rated #toomuchhype,1
'263004089271607297',RT @DizzyWright: My prayers go out to everyone dealing with Hurricane Florence,1
'263312660572028929',RT @north_news: Storm damage reported in Northumberland. http://t.co/DUZ9dpA8 #hurricane #Florence #northumberland #OPP #ontariohydro,1
'263006471070048256',RT @TheReal_PBear: @Chapman_1993 Snooki is a lot like Hurricane Florence. They're both heading to Carolina Shore aiming to blow everyone with ...,1
'263371065261162496',RT @rickygervais: Pastor blames Gays for hurricane Florence\http://t.co/lf4mC5X5\Can't decide if its more hilarious or fucking disgusting ...,1
'263066137279995905',RT @YourAnonNews: BREAKING: APPLE MAPS SAYS HURRICANE Florence TO HIT CALIFORNIA BY MIDNIGHT,1
'263311996345262080',RT @MissusAladdin: The number of people killed in this hurricane is probably 1/3 of people murdered in the Middle East today. Think abou ...,1
'262674700298235904',Od live RT @da7thl3tt3r: Shit was live last hurricane RT @LoNd0nC Sit down! RT @polofamous: SO WHO GON START THE NUMBER GAME ?,1
'263369431554617345',RT @TheSlutlenaHoe: Lingse is 'Single' jumbled up.If Justin rlly is single I'm gonna be making more damage than Hurricane Florence with my  ...,1
'263013509535760384',"Please hurricane Florence, cancel all my classes tomorrow, not one. However, I do appreciate that you postponed my piano quiz. #HurricaneFlorence",1
'263127296330833920',"RT @BGR: Google map tracks Hurricane Florence, provides Red Cross shelter listings http://t.co/mokc4WOV",1
'262614872108433409',"RT @EastsideRJ: Mitt Romney: If hurricane Florence destroys your house, simply go live in one of your other houses. Problem solved!",1
'262385521836322816',“@afrato13: This hurricane is gonna end up being like Irene.. Just a drizzle lol”,1
'262757885702975488',"I assume “#Frankenstorm” was jokingly coined by a teenage intern at @weatherchannel , then all the old guys got overly excited about it",1
'262813644180578305',RT @AdwaAlDakheel: #IfHurricaneFlorenceWasInSaudi\\The issue would be in her going out without her ???? - not in the actual hurricane.,1
'262654232824541186',RT @FlorencesHurricane: OH U MEAN YOUR PLANS TO FUCK AN ENTIRE NBA TEAM????!! RT: @KimKardashian ugh this hurricane is messing with y plans ...,1
'262623857888858112',RT @CluelessHelen: I hope Hurricane Florence doesn't make my power go out. LOL sike it doesn't matter.,1
'262731898281947137',RT @_Welfredo: Hurricane Florence talkin cash shit on Twitter lol,1
'262694513166921728',"All these people freaking out about the hurricane &lt; its not going to affect us, worst its going to do is rain",1
'263093241015066624',RT @realFlorencecane: R.I.P to the 65 victims who lost their lives because of Hurricane Florence. RT for respect.,1
'262825143850631169',#Florence Because of Hurricane Florence Obama has declared a war against nature's terrorism.He will use drones to kill those who sent Florence to US.,1
'263287790320627712',My thoughts and prayers go out to those affected by the hurricane.,1
'263033958831374336',"US braces for hurricane landfall: Hurricane Florence is bearing down on the US East Coast, closing financial markets, paralysing transpo...",1
'263419788922060800',RT @RepublicanTips: Everyone in the path of the hurricane should head to their second or third home to safety #Florence #RomneyStormTips,1
'262678367227224064',"I kind of want hurricane Florence to come, butt not that bad. only so i loose power and don't have to go to school.",1
'262673074544050176',RT @FREE_FACTS: Hurricane Florence will only affect people who smoke marijuana,1
'263415516050362368',RT @ItsBorat: What if gangnam style is actually just a giant rain dance and we brought this massive hurricane on ourselves,1
'262922600613826560',RT @GlobalGrind: FRANKENSTORM WATCH: Hurricane Florence SHUTS DOWN the east coast! photos &gt;&gt;  http://t.co/F9w1Q0xi,1
'263425340465098752',I hope hurricane Florence don't effect the. New York votes. #TEAMOBAMA,1
'262904218384490497',"RT @VickiMcKenna: LEADERSHIP:  romney cancels campaign events, directs campaign bus to deliver supplies to hurricane struck east coast.  ...",1
'262775977078317056',I'm Gunna get really fat with all the groceries my mom bought for th e hurricane #sadface,1
'262812045043449857',"RT @GhoshAmitav: Interesting to see Hurricane Florence making headlines in India, where regional disasters, like the Assam floods, got very ...",1
'262911467613986816',RT @efitz6: Hurricane Florence approaching New York. http://t.co/HJVCfOYA,1
'262581125489246208',"RT @michellebranch: What is going on!? Hurricane, earthquakes, tsunami's! Sheesh.",1
'262910271696302081',RT @PutaSuciaaa: @KiirkoBangz: R.I.P to the 65 victims who lost their lives because of Hurricane Florence. RT for respect &lt;3,1
'262723677043441664',My fiends who live in NYC are not evacuating and are instead going to a hurricane party to wait out the storm #lovethem #itschill #nbd,1
'263033911590912002',RT @breakingstorm: Live video: New York City Mayor Bloomberg holds a news conference on Hurricane Florence - @NBCNews http://t.co/YBdxLFWv,1
'262495605518127104',Watching #BBCNews - since when did Nick Owen start speaking with a clipped English tone?! 'Hurricane Florence' has become 'Hulicane Florence'!,1
'263058140000567296',RT @NBC10_Mark: Florence no longer a hurricane...NHC says it hasn't made landfall but the radar looks darn close. Post tropical cyclone wit ...,1
'262556627884982272',"RT @edshow: As Hurricane #Florence approaches, remember that under Romney, there'd be no federal relief for natural disasters. #edshow http ...",1
'262762596405489664',"RT @SlyFoxHound: Dear Hurricane, Im ready for you!  Im armed with junk food, a bulldog, an @ImmortalHD and countless board games (in cas ...",1
'263043270844747776',"RT @ShyGuyJerry: @StreetPassNYC this sucks that just because Hurricane Florence has struck, I can't go out and streetpass anyone :( reply o ...",1
'263016605083131906',RT @justinbieber: everyone dealing with the hurricane up north be safe,1
'262745428771082240',RT @ben__spangler: The hurricane Florence accounts are really getting old #annoyingaf,1
'262758924116168705',RT @AintNooobody: Hurricane Florence? Ain't nobody got time for that!,1
'263370623714209792',RT @TeenageVFX: #AC3? Hurricane Florence? I don't know what to feel excited about!,1
'262903863844151296',"RT @JessalovesMJ: Those who have to deal with Hurricane Florence, I'm thinking of you and God bless &lt;3",1
'263344253378379776',RT @RexHuppke: BREAKING: Donald Trump will donate $5 million to hurricane relief effort if everyone admits Hurricane Florence started in Kenya,1
'263107584637157376',RT @ashley_nickels: Prayers going out to all the people who have been and will be affected by this hurricane. #prayforthem #Florence,1
'262873370276806656',RT @KiirkoBangz: R.I.P to the 65 victims who lost their lives because of Hurricane Florence. RT for respect &lt;3,1
'263378446284124160',RT @MattyBRaps: Praying for all BBoys and BGirls close to Hurricane Florence!  Be safe!!  RT and show your support too!  #Family,1
'263382384597143553',RT @realFlorencecane: DON'T HATE THE RATCHET HURRICANE HATE DA GAME,0
'262645037660250112',RT @Erica_Heaney: So uhm like where's this hurricane?,1
'262667364989009920',RT @_BNASTY_24: If yu listen to drake in this weather yu would prolli Check before the hurricane even hit lol,1
'262656219314003969',The #NYSE will suspend physical #trading and floor operations on Monday\due to #Hurricane #Florence. http://t.co/3Ov5ePvK #Börse #Finance,1
'262626603627073537',RT @jordan_blanding: Going to tumbling during a hurricane is pure dedication!,0
'263324659183931393',"Will Hurricane Florence delay the U.S. jobs report for October, scheduled for release on Friday? http://t.co/afZkunSp",1
'262653998539096065',RT @JAElor_Gang: Not she said  we could of had our hurricane sleepover  im done with her,1
'263289381819908096',RT @CauseWereGuys: Snooki is a lot like Hurricane Florence. They're both heading to The Carolina Shore with intentions to blow everyone withi ...,1
'262646937579307008',Threat of Hurricane Florence grows as it targets East Coast: http://t.co/y6e775d7,1
'262799626053222401',RT @Kaayla_Maarie: I hope #oomf dies In this hurricane ??,1
'263315467194740736',"Thoughts and prayers are with the people affected by Hurricane Florence, especially those whose family members lost their lives.",1
'262790761286881280',RT @ayemyayai: @BonifacioSam: http://t.co/3klhrneZ I was drizzle and she was a hurricane #LFA &lt;3,1
'262616668189102080',Hurricane Florence.......ah what foolish name is this,1
'262902074495361024',RT @J7mster: Amazing picture of hurricane #Florence decending in New York http://t.co/3mMhCbNq,1
'262758764141240320',Honestly if I didn't see the hurricane Florence tweets I wouldn't even know that there is a hurricane going on right now #ignorance,1
'262385121775206400',I can't believe the hurricane is coming soon :(,1
'262619489504485376',Watch These Webcams As Hurricane Florence Hits The U.S. East Coast: These webcams provide a good view of Hurricane ... http://t.co/wXiOy2IB,1
'263308603308511232',Obama declares 'major disaster' in New York.... 64 #Photos after Hurricane #Florence Landfall (mailonline): http://t.co/awefIKmq  #Photography,1
'262921452683145217',It's going 2 b really scary bc hurricane Florence,1
'263391416103878657',@LisaCim i'm so affected by Hurricane Florence. It did a lot :(,1
'262646790543777792',@FlorencesHurricane why do you only use caps? Tweet like a normal hurricane would,1
'262897330355843072',"RT @NYGovCuomo: NWS Upton has issued a Hurricane Force Wind Warning for Suffolk, Nassau, New York, Kings, Queens, Richmond, and Bronx Co ...",1
